Bedroom,Property Type,Property Subtype,Price,Location,Province,Living area,Kitchen Type,Furnished,HasFireplace,How many fireplaces?,HasGarden,Garden surface,HasTerrace,Terrace surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
2,Apartment,Apartment,"585,000",1000,Brussels,109,Hyper equipped,No,No,0,No,0,Yes,9,0,3,No,As new
2,Apartment,Apartment,"585,000",1050,Brussels,109,Hyper equipped,No,No,0,No,0,Yes,9,0,3,No,As new
15,Apartment,Apartment,"2,881,000",1970,Vlaams-brabant,802,0,0,No,0,No,0,No,0,0,0,No,Unknown
3,House,House,"585,000",0,Unknown,164,Hyper equipped,No,No,0,Yes,1,Yes,1,185,3,No,As new
2,Apartment,Apartment,"265,000",3210,Vlaams-brabant,87,USA hyper equipped,0,No,0,No,0,Yes,27,0,0,No,As new
3,Apartment,Apartment,"665,000",8301,West-vlaanderen,130,Installed,0,No,0,No,0,No,0,0,2,No,Good
5,House,House,Reserve,4400,Luik,0,0,0,No,0,No,0,No,0,393,2,No,Good
3,House,House,"142,500",4040,Luik,80,Installed,No,No,0,Yes,125,No,0,326,3,No,To renovate
2,House,House,"219,000",9032,Oost-vlaanderen,101,Installed,No,No,0,No,0,No,0,89,2,No,Good
5,House,Villa,Make,0,Unknown,185,Not installed,No,No,0,Yes,733,No,0,733,4,No,To renovate
5,House,Villa,Make,0,Unknown,185,Not installed,No,No,0,Yes,733,No,0,733,4,No,To renovate
3,House,House,"325,000",9090,Oost-vlaanderen,0,0,No,No,0,No,0,No,0,254,2,No,To be done up
5,House,Villa,Make,9400,Oost-vlaanderen,267,0,No,No,0,No,0,No,0,1985,4,No,Good
7,House,Castle,"9,500,000",3090,Vlaams-brabant,1100,Hyper equipped,0,No,0,No,0,No,0,500000,4,Yes,Good
1,House,House,Make,4030,Luik,55,Not installed,No,No,0,No,0,No,0,55,2,No,To renovate
2,House,House,Make,6060,Henegouwen,83,Installed,No,No,0,No,0,No,0,67,2,No,To be done up
1,House,House,"80,000",4020,Luik,68,Installed,0,Yes,1,No,0,No,0,30,0,No,To renovate
1,House,House,"85,000",3870,Limburg,53,0,No,No,0,No,0,No,0,0,2,No,To renovate
1,House,House,"99,000",4557,Luik,0,Not installed,0,No,0,No,0,No,0,0,4,No,To renovate
2,House,House,"99,000",4610,Luik,101,0,No,No,0,No,0,Yes,30,0,2,No,Unknown
2,House,House,"105,000",4020,Luik,89,0,No,No,0,No,0,Yes,37,0,2,No,Unknown
2,House,House,"139,000",0,Unknown,90,Installed,No,No,0,Yes,114,Yes,10,184,2,No,Just renovated
4,House,House,"149,000",0,Unknown,175,Semi equipped,No,No,0,No,0,No,0,310,3,No,To renovate
2,House,Mixed-use building,"159,000",0,Unknown,120,Installed,No,No,0,No,0,No,0,40,2,No,Good
3,House,House,"165,000",7134,Henegouwen,110,Semi equipped,0,No,0,No,0,No,0,330,2,No,As new
3,House,House,"165,000",8920,West-vlaanderen,0,Installed,No,No,0,No,0,No,0,117,0,No,To be done up
3,House,House,"175,000",4400,Luik,147,Installed,0,No,0,Yes,300,Yes,25,360,3,No,Good
3,House,House,"179,000",4020,Luik,106,Not installed,No,No,0,No,0,Yes,80,0,0,No,Good
3,House,House,"185,000",8400,West-vlaanderen,125,Installed,No,No,0,No,0,No,0,0,0,No,Good
4,House,House,"189,000",3404,Vlaams-brabant,233,Installed,No,No,0,Yes,435,Yes,30,673,2,No,To renovate
2,House,House,"219,000",4020,Luik,0,Hyper equipped,No,No,0,Yes,71,Yes,25,173,0,No,Good
4,House,House,"225,000",8870,West-vlaanderen,157,Installed,0,No,0,No,0,No,0,335,0,No,As new
2,House,House,"227,500",1420,Waals-brabant,0,Installed,No,No,0,No,0,No,0,152,0,No,Good
3,House,House,"229,000",3290,Vlaams-brabant,143,Installed,No,No,0,Yes,190,Yes,63,488,3,No,Good
2,House,Town-house,"229,000",9500,Oost-vlaanderen,160,Semi equipped,No,No,0,No,0,No,0,293,0,No,To be done up
3,House,House,"235,000",3320,Vlaams-brabant,201,Installed,No,No,0,No,0,No,0,122,2,No,Good
3,House,House,"247,500",8870,West-vlaanderen,213,Installed,No,No,0,Yes,20,No,0,65,3,No,Good
2,House,House,"248,000",9450,Oost-vlaanderen,160,0,No,No,0,No,0,No,0,107,3,No,As new
4,House,House,"250,000",8370,West-vlaanderen,172,Installed,No,No,0,No,0,No,0,0,0,No,Good
3,House,House,"269,000",3210,Vlaams-brabant,147,Installed,No,No,0,No,0,No,0,148,2,No,Good
3,House,House,"269,000",8800,West-vlaanderen,135,Installed,No,No,0,Yes,118,No,0,118,0,No,As new
0,House,Mixed-use building,"270,000",9120,Oost-vlaanderen,150,0,No,No,0,No,0,No,0,50,2,No,Good
4,House,House,"275,000",8800,West-vlaanderen,216,0,No,No,0,No,0,No,0,200,2,No,Unknown
4,House,Town-house,"289,000",4420,Luik,210,Installed,0,Yes,1,No,0,Yes,12,353,3,No,Good
3,House,House,"294,000",3401,Vlaams-brabant,181,Installed,No,No,0,Yes,290,Yes,110,631,4,No,Good
4,House,House,"295,000",8790,West-vlaanderen,160,Installed,No,No,0,Yes,90,Yes,20,244,2,No,Good
3,House,House,"295,000",9185,Oost-vlaanderen,110,Hyper equipped,No,No,0,Yes,210,No,0,599,0,No,As new
5,House,House,"309,000",8370,West-vlaanderen,159,Hyper equipped,No,No,0,No,0,Yes,17,0,0,No,As new
12,House,House,"310,000",8370,West-vlaanderen,413,Semi equipped,No,No,0,No,0,No,0,128,0,No,To renovate
3,House,House,"319,000",8560,West-vlaanderen,336,0,No,No,0,Yes,65,No,0,388,2,No,Good
3,House,House,"325,000",8790,West-vlaanderen,179,Installed,No,No,0,Yes,300,Yes,30,500,3,No,Good
3,House,House,"335,000",3380,Vlaams-brabant,161,Hyper equipped,No,No,0,No,0,Yes,18,600,3,No,Good
6,House,House,"345,000",4000,Luik,0,Not installed,No,No,0,No,0,No,0,74,0,No,Good
4,House,House,"359,000",3360,Vlaams-brabant,170,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new
4,House,House,"360,000",9090,Oost-vlaanderen,140,Hyper equipped,0,No,0,Yes,257,No,0,257,0,No,Just renovated
2,House,House,"365,000",3010,Vlaams-brabant,131,0,No,No,0,Yes,240,Yes,8,340,3,No,Good
3,House,House,"369,000",1600,Vlaams-brabant,140,Hyper equipped,No,No,0,No,0,No,0,170,0,No,As new
3,House,House,"369,000",1600,Vlaams-brabant,140,Hyper equipped,No,No,0,No,0,No,0,170,0,No,As new
2,House,House,"369,000",3001,Vlaams-brabant,92,0,No,No,0,Yes,330,No,0,589,3,No,Good
8,Apartment,Apartment block,"375,000",0,Unknown,430,0,No,No,0,No,0,No,0,500,4,No,Just renovated
2,House,House,"375,000",9000,Oost-vlaanderen,162,Installed,No,No,0,No,0,No,0,120,2,No,Good
5,House,Town-house,"389,000",4340,Luik,210,Installed,No,No,0,Yes,600,Yes,36,650,3,No,As new
4,House,Villa,"399,000",4880,Luik,226,Installed,No,No,0,Yes,726,No,0,877,0,No,Good
4,House,House,"399,000",8020,West-vlaanderen,212,Installed,No,No,0,Yes,932,No,0,1066,4,No,Good
3,House,House,"412,000",8710,West-vlaanderen,142,Installed,No,No,0,No,0,Yes,15,389,2,No,Good
3,House,House,"419,000",8200,West-vlaanderen,200,Installed,No,No,0,Yes,383,No,0,383,3,No,Good
4,House,House,"419,000",8400,West-vlaanderen,195,Installed,No,No,0,Yes,127,No,0,208,0,No,As new
3,House,House,"425,000",3370,Vlaams-brabant,460,Installed,No,No,0,Yes,94,Yes,228,850,4,No,Good
3,House,Mixed-use building,"427,000",2170,Antwerpen,400,Semi equipped,0,No,0,No,0,No,0,252,2,No,Good
3,House,House,"438,000",8800,West-vlaanderen,195,Installed,No,No,0,Yes,591,No,0,591,0,No,Good
4,House,House,"450,000",1755,Vlaams-brabant,0,Not installed,No,No,0,No,0,No,0,340,3,No,To renovate
4,House,House,"475,000",3370,Vlaams-brabant,195,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new
4,House,House,"475,000",8500,West-vlaanderen,320,Installed,No,No,0,No,0,No,0,307,0,No,Good
3,House,House,"480,000",1310,Waals-brabant,150,0,No,No,0,Yes,10,Yes,15,160,2,No,Good
7,Apartment,Apartment block,"489,000",9600,Oost-vlaanderen,300,Hyper equipped,No,No,0,Yes,16,Yes,14,160,3,No,As new
2,Apartment,Apartment block,"495,000",0,Unknown,120,Hyper equipped,No,No,0,No,0,No,0,31,2,No,As new
3,House,House,"499,000",3018,Vlaams-brabant,195,Installed,No,No,0,Yes,120,No,0,264,3,No,As new
3,House,House,"499,000",3018,Vlaams-brabant,195,Installed,No,No,0,Yes,120,No,0,264,3,No,As new
4,House,Villa,"520,000",7742,Henegouwen,304,Hyper equipped,0,Yes,1,No,0,Yes,25,2151,4,No,As new
3,House,Villa,"525,000",3000,Vlaams-brabant,224,Installed,No,No,0,Yes,360,No,0,1032,4,No,Good
4,House,House,"549,000",2380,Antwerpen,275,Installed,0,Yes,1,No,0,No,0,750,4,No,Good
5,House,House,"550,000",0,Unknown,180,Installed,No,No,0,No,0,No,0,0,0,No,Good
5,House,Villa,"559,000",3120,Vlaams-brabant,275,Installed,No,Yes,1,No,0,No,0,1385,4,No,Good
4,Apartment,Apartment block,"597,000",2610,Antwerpen,256,Semi equipped,No,No,0,No,0,No,0,675,2,No,To renovate
3,House,House,"625,000",8800,West-vlaanderen,224,USA installed,No,No,0,No,0,No,0,3000,0,No,To be done up
5,House,House,"650,000",0,Unknown,675,Installed,No,Yes,1,No,0,Yes,40,3300,4,No,Good
5,House,Villa,"668,000",9150,Oost-vlaanderen,450,Installed,No,Yes,1,Yes,206,No,0,738,4,No,Good
4,House,Villa,"695,000",2250,Antwerpen,300,USA installed,No,No,0,No,0,Yes,45,864,4,No,Unknown
5,House,Villa,"695,000",2930,Antwerpen,295,Hyper equipped,No,No,0,No,0,No,0,0,0,No,Good
5,House,House,"699,000",0,Unknown,365,Hyper equipped,No,No,0,Yes,70,Yes,26,0,2,No,As new
3,House,House,"795,000",8300,West-vlaanderen,160,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new
3,House,Villa,"890,000",1090,Brussels,185,Hyper equipped,No,No,0,Yes,400,Yes,30,663,4,No,As new
4,House,Exceptional property,"895,000",3500,Limburg,671,Installed,No,No,0,No,0,Yes,55,4535,0,No,As new
6,House,Mansion,"995,000",1030,Brussels,350,Installed,0,No,0,Yes,20,Yes,6,0,0,No,To be done up
4,House,Villa,"995,000",1410,Waals-brabant,338,Installed,0,No,0,No,0,Yes,12,1030,4,No,As new
2,House,Mixed-use building,"1,290,000",9200,Oost-vlaanderen,1108,Installed,No,No,0,No,0,No,0,2340,4,No,Unknown
0,Apartment,Apartment block,"1,499,950",2660,Antwerpen,0,Semi equipped,No,No,0,No,0,No,0,0,2,No,Good
3,House,Villa,"1,500,000",2520,Antwerpen,620,Installed,No,Yes,1,No,0,Yes,54,4048,4,Yes,As new
4,House,Villa,"1,950,000",1180,Brussels,370,Hyper equipped,No,No,0,Yes,1500,Yes,30,2295,4,No,As new
0,Apartment,Apartment block,"2,000,000",1030,Brussels,2726,0,0,No,0,No,0,No,0,1548,2,No,Good
5,House,Villa,"2,200,000",8300,West-vlaanderen,375,0,No,No,0,Yes,500,No,0,658,4,Yes,Good
5,House,Villa,"2,350,000",3080,Vlaams-brabant,420,0,0,No,0,No,0,Yes,30,1720,4,No,As new
7,House,Villa,"2,495,000",1410,Waals-brabant,900,0,0,Yes,1,No,0,No,0,2650,4,No,As new
5,House,Villa,"2,690,000",1640,Vlaams-brabant,550,0,0,No,0,No,0,No,0,3300,4,No,As new
6,House,Villa,"3,900,000",1640,Vlaams-brabant,650,0,0,Yes,1,No,0,No,0,3500,4,No,As new
6,House,Villa,"5,200,000",1410,Waals-brabant,1000,0,0,Yes,1,No,0,No,0,16000,4,No,As new
2,Apartment,Apartment,"430,000",8301,West-vlaanderen,108,Installed,No,No,0,No,0,Yes,16,0,0,No,As new
4,Apartment,Penthouse,"675,000",1000,Brussels,0,Hyper equipped,No,No,0,No,0,No,0,0,3,No,As new
3,House,Town-house,"369,000",1800,Vlaams-brabant,135,Hyper equipped,0,No,0,No,0,Yes,6,0,0,No,As new
2,House,House,"415,000",3000,Vlaams-brabant,116,Installed,0,No,0,No,0,No,0,62,0,No,As new
5,House,Exceptional property,"1,699,000",0,Unknown,440,Installed,0,No,0,No,0,Yes,89,951,4,No,Good
2,Apartment,Apartment,"600,000",0,Unknown,163,Hyper equipped,Yes,No,0,No,0,Yes,50,0,0,No,Unknown
3,House,House,"165,000",4101,Luik,130,Installed,No,No,0,No,0,No,0,65,2,No,Good
3,House,House,"225,000",5060,Namen,120,Installed,No,No,0,No,0,Yes,10,383,2,No,As new
3,House,House,"295,000",8570,West-vlaanderen,89,0,No,No,0,No,0,No,0,403,4,No,Just renovated
3,House,House,"349,000",9000,Oost-vlaanderen,153,Hyper equipped,No,No,0,Yes,24,Yes,22,70,1,No,Just renovated
4,House,House,"795,000",3020,Vlaams-brabant,298,Installed,No,No,0,Yes,1,Yes,1,784,4,No,Good
3,House,House,Reserve,1490,Waals-brabant,110,Installed,0,No,0,Yes,261,No,0,466,3,No,To renovate
2,Apartment,Apartment,"159,000",4101,Luik,125,Installed,No,No,0,No,0,No,0,0,2,No,Good
1,Apartment,Duplex,"185,000",3000,Vlaams-brabant,27,0,0,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Duplex,"445,000",2018,Antwerpen,146,Installed,No,No,0,Yes,21,Yes,3,0,2,No,Just renovated
1,Apartment,Apartment,"140,000",2170,Antwerpen,54,0,No,Yes,1,No,0,No,0,0,2,No,To be done up
2,Apartment,Apartment,"184,000",2300,Antwerpen,68,USA hyper equipped,Yes,No,0,No,0,Yes,10,0,0,No,As new
2,Apartment,Duplex,"295,000",1853,Vlaams-brabant,120,Hyper equipped,No,No,0,No,0,Yes,7,0,2,No,Good
2,Apartment,Apartment,"335,000",8620,West-vlaanderen,68,Installed,No,No,0,No,0,No,0,0,2,No,As new
2,Apartment,Apartment,"340,000",9000,Oost-vlaanderen,112,0,0,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Ground floor,"395,000",1850,Vlaams-brabant,126,Hyper equipped,No,No,0,No,0,No,0,0,3,No,Good
3,House,House,Reserve,4040,Luik,184,Installed,0,No,0,No,0,No,0,362,3,No,Good
2,Apartment,Apartment block,"185,000",6600,Luxemburg,0,0,0,No,0,No,0,No,0,101,2,No,Unknown
3,House,House,"208,000",5060,Namen,160,Installed,No,No,0,Yes,270,No,0,500,2,No,As new
3,House,House,"231,168",7700,Henegouwen,150,Hyper equipped,No,No,0,Yes,199,Yes,24,275,3,No,Unknown
3,House,House,"255,000",3600,Limburg,139,Installed,No,No,0,No,0,No,0,510,3,No,Good
3,House,House,"275,000",1082,Brussels,132,Semi equipped,0,No,0,No,0,No,0,52,2,No,Unknown
3,House,House,"281,461",9690,Oost-vlaanderen,160,Hyper equipped,0,No,0,No,0,No,0,510,4,No,As new
3,House,House,"319,000",2170,Antwerpen,186,Installed,No,No,0,Yes,22,No,0,100,2,No,Good
4,House,House,"319,000",8400,West-vlaanderen,146,Installed,No,Yes,1,Yes,602,Yes,242,155,2,No,As new
5,House,Villa,"320,000",4860,Luik,236,0,No,No,0,No,0,Yes,15,642,3,No,Unknown
5,House,Villa,"320,000",4860,Luik,264,0,No,No,0,No,0,No,0,971,3,No,Unknown
5,House,Villa,"320,000",4860,Luik,204,0,No,No,0,Yes,350,Yes,15,428,3,No,Unknown
3,House,House,"330,000",8850,West-vlaanderen,175,Hyper equipped,0,No,0,No,0,No,0,465,4,No,As new
3,House,House,"349,500",2850,Antwerpen,170,0,0,No,0,No,0,No,0,210,2,No,Good
2,House,House,"360,000",0,Unknown,139,Hyper equipped,0,No,0,No,0,Yes,16,0,2,No,As new
3,House,House,"368,800",1740,Vlaams-brabant,168,Hyper equipped,0,No,0,No,0,No,0,238,3,No,As new
3,House,House,"374,000",9032,Oost-vlaanderen,144,Installed,No,No,0,No,0,No,0,162,3,No,As new
4,House,House,"380,000",9310,Oost-vlaanderen,192,Hyper equipped,No,No,0,Yes,83,Yes,10,170,3,No,As new
3,House,House,"380,000",9310,Oost-vlaanderen,183,Hyper equipped,No,No,0,Yes,99,Yes,12,178,2,No,As new
3,House,House,"387,500",2870,Antwerpen,162,Hyper equipped,0,No,0,No,0,No,0,470,3,No,As new
3,House,House,"387,500",2870,Antwerpen,162,Hyper equipped,0,No,0,No,0,No,0,432,3,No,As new
3,House,House,"387,500",2870,Antwerpen,162,Hyper equipped,0,No,0,No,0,No,0,432,3,No,As new
3,House,House,"387,500",2870,Antwerpen,162,Hyper equipped,0,No,0,No,0,No,0,470,3,No,As new
3,House,House,"391,100",1760,Vlaams-brabant,165,Hyper equipped,0,No,0,No,0,No,0,543,3,No,As new
3,House,House,"410,000",0,Unknown,199,Installed,No,No,0,No,0,No,0,173,0,No,Unknown
3,House,House,"456,200",2800,Antwerpen,208,Hyper equipped,0,No,0,No,0,No,0,749,3,No,As new
4,House,House,"545,000",8301,West-vlaanderen,216,Hyper equipped,No,No,0,No,0,Yes,19,327,2,No,As new
4,House,House,"555,000",8301,West-vlaanderen,227,Hyper equipped,No,No,0,No,0,Yes,19,416,2,No,As new
4,House,House,"562,600",3210,Vlaams-brabant,198,Hyper equipped,0,No,0,No,0,No,0,1004,4,No,As new
4,House,House,"585,000",8301,West-vlaanderen,261,Hyper equipped,No,No,0,No,0,Yes,19,287,2,No,As new
4,House,House,"635,000",8301,West-vlaanderen,252,Hyper equipped,No,No,0,No,0,Yes,19,458,2,No,As new
4,House,Villa,"695,000",3010,Vlaams-brabant,232,Hyper equipped,No,No,0,Yes,534,Yes,20,724,4,No,As new
3,House,House,"250,000",0,Unknown,192,Installed,No,No,0,No,0,No,0,1482,3,No,Just renovated
4,Apartment,Apartment block,"353,000",0,Unknown,0,Installed,No,No,0,No,0,Yes,12,141,3,No,Good
3,House,House,"365,000",9052,Oost-vlaanderen,140,Hyper equipped,No,No,0,No,0,No,0,210,2,No,As new
7,House,House,"1,375,000",1190,Brussels,568,Installed,No,No,0,No,0,Yes,70,0,2,No,Unknown
2,Apartment,Apartment,"230,000",1090,Brussels,95,USA installed,No,No,0,No,0,Yes,3,0,2,No,Good
2,Apartment,Apartment,"315,000",9300,Oost-vlaanderen,102,Installed,No,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Apartment,"240,000",0,Unknown,96,Installed,No,No,0,No,0,Yes,14,0,3,No,Good
3,Apartment,Apartment,"275,000",0,Unknown,105,0,No,No,0,No,0,Yes,6,0,4,No,Good
2,Apartment,Duplex,"825,000",8300,West-vlaanderen,105,Installed,No,No,0,No,0,Yes,4,0,2,No,Good
2,House,House,"247,000",7011,Henegouwen,140,Installed,No,Yes,1,Yes,250,No,0,450,3,No,Good
2,Apartment,Apartment,Make,6060,Henegouwen,80,Semi equipped,No,No,0,No,0,Yes,8,0,2,No,Good
2,Apartment,Apartment,Reserve,4020,Luik,75,Installed,0,No,0,No,0,No,0,0,0,No,To be done up
0,Apartment,Studio,"112,000",8430,West-vlaanderen,29,Installed,No,No,0,No,0,Yes,5,0,2,No,As new
1,Apartment,Duplex,Make,0,Unknown,50,Semi equipped,No,No,0,No,0,No,0,0,2,No,Good
3,Apartment,Ground floor,"115,000",6940,Henegouwen,54,Installed,No,No,0,No,0,Yes,20,0,3,No,Good
2,Apartment,Apartment,Reserve,6950,Henegouwen,94,Installed,0,No,0,No,0,No,0,0,4,No,Just renovated
1,Apartment,Apartment,"120,000",0,Unknown,36,0,No,No,0,No,0,No,0,0,0,No,Unknown
2,Apartment,Apartment,"126,000",7860,Henegouwen,61,Installed,No,No,0,No,0,No,0,0,0,No,Just renovated
1,Apartment,Apartment,"129,000",1082,Brussels,44,Not installed,No,No,0,No,0,No,0,0,4,No,Good
1,Apartment,Apartment,Make,0,Unknown,44,Semi equipped,No,No,0,No,0,No,0,0,2,No,Good
1,Apartment,Apartment,"129,000",7000,Henegouwen,60,Installed,No,No,0,No,0,No,0,0,0,No,Good
1,Apartment,Apartment,"129,000",7080,Henegouwen,60,Installed,No,No,0,No,0,No,0,0,0,No,Good
1,Apartment,Apartment,"129,900",4030,Luik,48,Installed,Yes,No,0,No,0,No,0,0,2,No,As new
2,Apartment,Apartment,"134,900",4610,Luik,67,Installed,No,No,0,No,0,No,0,0,0,No,As new
1,Apartment,Apartment,"139,000",8400,West-vlaanderen,37,Installed,Yes,No,0,No,0,Yes,3,0,2,No,Good
1,Apartment,Apartment,"140,000",0,Unknown,41,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new
1,Apartment,Apartment,"140,000",0,Unknown,41,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new
1,Apartment,Apartment,"140,000",9400,Oost-vlaanderen,55,Installed,No,No,0,Yes,85,Yes,20,0,2,No,Good
3,Apartment,Apartment,Reserve,4020,Luik,133,0,0,No,0,No,0,No,0,0,2,No,To renovate
3,Apartment,Apartment,Make,4171,Luik,163,Semi equipped,No,No,0,No,0,No,0,0,4,No,Good
2,Apartment,Apartment,"149,000",8760,West-vlaanderen,75,Installed,No,No,0,No,0,Yes,20,0,2,No,Good
2,Apartment,Apartment,"149,000",8820,West-vlaanderen,68,Installed,0,No,0,No,0,No,0,0,2,No,Just renovated
2,Apartment,Apartment,"149,500",8500,West-vlaanderen,0,Installed,0,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Apartment,"149,900",5630,Namen,100,Installed,No,No,0,No,0,No,0,0,0,No,As new
1,Apartment,Apartment,"150,000",0,Unknown,60,Installed,No,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Apartment,"150,000",0,Unknown,88,Semi equipped,No,No,0,No,0,No,0,0,0,No,To be done up
3,Apartment,Apartment,"150,000",9300,Oost-vlaanderen,95,Hyper equipped,No,No,0,No,0,No,0,0,2,No,To renovate
1,Apartment,Studio,"155,000",0,Unknown,35,Installed,No,No,0,No,0,No,0,0,2,No,Good
2,Apartment,Apartment,Reserve,1083,Brussels,90,Installed,0,No,0,No,0,No,0,0,0,No,To be done up
0,Apartment,Studio,"160,000",1200,Brussels,33,Installed,No,No,0,No,0,Yes,5,0,2,No,Good
2,Apartment,Apartment,"169,000",7100,Henegouwen,96,Installed,No,No,0,No,0,No,0,0,4,No,Good
1,Apartment,Apartment,"172,000",7090,Henegouwen,69,Semi equipped,No,No,0,No,0,Yes,14,0,0,No,Unknown
1,Apartment,Service flat,"172,500",9120,Oost-vlaanderen,60,USA hyper equipped,No,No,0,Yes,400,Yes,8,0,2,No,As new
3,Apartment,Apartment,"175,000",4020,Luik,100,0,No,No,0,No,0,No,0,0,2,No,Unknown
2,Apartment,Apartment,"179,000",4400,Luik,95,Hyper equipped,No,No,0,Yes,1,No,0,0,1,No,As new
2,Apartment,Apartment,"179,000",8800,West-vlaanderen,111,0,No,No,0,No,0,Yes,5,0,0,No,To be done up
2,Apartment,Apartment,"185,000",9150,Oost-vlaanderen,90,Installed,No,No,0,No,0,No,0,0,3,No,As new
2,Apartment,Apartment,"189,000",2100,Antwerpen,80,Installed,0,No,0,No,0,No,0,0,0,No,Unknown
1,Apartment,Studio,"189,000",8670,West-vlaanderen,44,USA installed,Yes,No,0,No,0,Yes,4,0,0,No,As new
2,Apartment,Apartment,Reserve,3020,Vlaams-brabant,80,Installed,0,No,0,No,0,No,0,0,2,No,Unknown
1,Apartment,Apartment,"195,000",0,Unknown,60,Hyper equipped,No,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Apartment,"195,000",7033,Henegouwen,85,Hyper equipped,No,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Ground floor,"195,000",9340,Oost-vlaanderen,100,Semi equipped,0,No,0,No,0,No,0,0,2,No,As new
5,Apartment,Duplex,Make,4171,Luik,210,USA installed,No,No,0,No,0,Yes,16,0,4,No,As new
2,Apartment,Apartment,"199,000",4621,Luik,94,Installed,0,No,0,No,0,No,0,0,0,No,Good
1,Apartment,Apartment,"199,000",9300,Oost-vlaanderen,70,Hyper equipped,0,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Apartment,"209,000",3300,Vlaams-brabant,88,0,No,No,0,No,0,Yes,5,0,2,No,Good
2,Apartment,Apartment,"209,000",4000,Luik,98,0,0,No,0,No,0,No,0,0,2,No,Just renovated
2,Apartment,Apartment,"210,000",0,Unknown,88,Semi equipped,No,No,0,No,0,No,0,0,0,No,Unknown
1,Apartment,Apartment,"215,000",0,Unknown,58,Installed,No,No,0,No,0,No,0,0,0,No,Good
1,Apartment,Apartment,"219,000",2930,Antwerpen,0,Installed,No,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Apartment,"220,000",0,Unknown,87,Hyper equipped,No,No,0,No,0,Yes,10,0,2,No,Good
2,Apartment,Apartment,"220,000",0,Unknown,84,Installed,No,No,0,No,0,Yes,9,0,0,No,Good
2,Apartment,Apartment,"225,000",8434,West-vlaanderen,56,Installed,Yes,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Apartment,"225,000",9451,Oost-vlaanderen,129,0,0,No,0,No,0,No,0,0,0,No,As new
1,Apartment,Ground floor,"232,500",1150,Brussels,50,USA hyper equipped,No,No,0,Yes,10,Yes,10,0,0,No,Good
1,Apartment,Apartment,"235,000",0,Unknown,50,USA semi equipped,No,No,0,No,0,Yes,4,0,2,No,As new
1,Apartment,Apartment,"235,000",1210,Brussels,56,0,Yes,No,0,No,0,No,0,0,2,No,Good
3,Apartment,Apartment,"235,000",2170,Antwerpen,86,Installed,0,No,0,No,0,No,0,0,0,No,Good
2,Apartment,Apartment,"235,000",4000,Luik,80,USA installed,No,No,0,No,0,Yes,1,0,0,No,Good
2,Apartment,Penthouse,"235,000",4690,Luik,131,Installed,No,No,0,No,0,No,0,0,0,No,As new
3,Apartment,Apartment,"235,000",8500,West-vlaanderen,110,Hyper equipped,0,No,0,No,0,No,0,0,0,No,Unknown
1,Apartment,Apartment,Make,1400,Waals-brabant,65,Hyper equipped,No,No,0,No,0,Yes,55,0,2,No,Just renovated
3,Apartment,Duplex,Make,0,Unknown,0,Installed,No,No,0,No,0,Yes,4,0,2,No,Just renovated
0,Apartment,Studio,"240,000",3000,Vlaams-brabant,55,Installed,No,No,0,No,0,No,0,0,2,No,As new
1,Apartment,Apartment,"245,000",2000,Antwerpen,55,Hyper equipped,No,No,0,No,0,Yes,10,0,2,No,Good
2,Apartment,Apartment,"245,000",0,Unknown,146,Installed,No,Yes,1,No,0,Yes,30,0,4,No,Good
2,Apartment,Apartment,"248,000",8790,West-vlaanderen,106,0,0,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Ground floor,"249,000",1790,Vlaams-brabant,85,Installed,No,No,0,No,0,No,0,0,3,No,Good
2,Apartment,Apartment,"249,000",2100,Antwerpen,100,Hyper equipped,No,No,0,No,0,Yes,22,0,0,No,Unknown
2,Apartment,Apartment,"249,000",2850,Antwerpen,118,Installed,No,No,0,No,0,Yes,7,0,0,No,Good
3,Apartment,Apartment,"249,000",3511,Limburg,110,0,0,No,0,No,0,Yes,5,0,0,No,As new
2,Apartment,Apartment,"249,000",8310,West-vlaanderen,85,Installed,No,No,0,No,0,No,0,0,3,No,As new
2,Apartment,Apartment,"249,000",8660,West-vlaanderen,0,USA installed,Yes,No,0,No,0,Yes,2,0,2,No,As new
3,Apartment,Apartment,"249,000",8930,West-vlaanderen,113,Installed,No,No,0,No,0,Yes,27,0,0,No,Unknown
1,Apartment,Ground floor,"249,000",9000,Oost-vlaanderen,50,Installed,No,No,0,No,0,No,0,0,0,No,As new
2,Apartment,Apartment,"250,000",8400,West-vlaanderen,75,Installed,No,No,0,No,0,No,0,0,2,No,As new
